City or Locality,Measurement Year,PM2.5 (μg/m3),PM10 (μg/m3),NO2 (μg/m3),lat,lng
Chico (Ca),2013,,,15.7,33.296,-97.7986
Chico (Ca),2014,,,13.2,39.7578,-121.8161
Chico (Ca),2014,,,13.2,47.6226,-122.7193
Chico (Ca),2014,,,13.2,33.296,-97.7986
Chico (Ca),2015,,,12.6,39.7578,-121.8161
Chico (Ca),2015,,,12.6,47.6226,-122.7193
Chico (Ca),2015,,,12.6,33.296,-97.7986
Chico (Ca),2016,,,11.2,39.7578,-121.8161
Chico (Ca),2016,,,11.2,47.6226,-122.7193
Chico (Ca),2016,,,11.2,33.296,-97.7986
Chico (Ca),2017,,,11.8,39.7578,-121.8161
Chico (Ca),2017,,,11.8,47.6226,-122.7193
Chico (Ca),2017,,,11.8,33.296,-97.7986
Chico (Ca),2018,,,12.8,39.7578,-121.8161
Chico (Ca),2018,,,12.8,47.6226,-122.7193
Chico (Ca),2018,,,12.8,33.296,-97.7986
Cincinnati (Oh-Ky-In),2010,14.15,,18.0,39.1413,-84.506
Cincinnati (Oh-Ky-In),2010,14.15,,18.0,36.0405,-94.5185
Cincinnati (Oh-Ky-In),2010,14.15,,18.0,40.6309,-92.9222
Cincinnati (Oh-Ky-In),2011,13.2,,15.55,39.1413,-84.506
Cincinnati (Oh-Ky-In),2011,13.2,,15.55,36.0405,-94.5185
Cincinnati (Oh-Ky-In),2011,13.2,,15.55,40.6309,-92.9222
Cincinnati (Oh-Ky-In),2012,12.65,35.1,6.7,39.1413,-84.506
Cincinnati (Oh-Ky-In),2012,12.65,35.1,6.7,36.0405,-94.5185
Cincinnati (Oh-Ky-In),2012,12.65,35.1,6.7,40.6309,-92.9222
Cincinnati (Oh-Ky-In),2013,,30.25,22.4,39.1413,-84.506
Cincinnati (Oh-Ky-In),2013,,30.25,22.4,36.0405,-94.5185
Cincinnati (Oh-Ky-In),2013,,30.25,22.4,40.6309,-92.9222
Cincinnati (Oh-Ky-In),2014,12.9,25.7,14.65,39.1413,-84.506
Cincinnati (Oh-Ky-In),2014,12.9,25.7,14.65,36.0405,-94.5185
Cincinnati (Oh-Ky-In),2014,12.9,25.7,14.65,40.6309,-92.9222
Cincinnati (Oh-Ky-In),2016,,35.9,4.3,39.1413,-84.506
Cincinnati (Oh-Ky-In),2016,,35.9,4.3,36.0405,-94.5185
Cincinnati (Oh-Ky-In),2016,,35.9,4.3,40.6309,-92.9222
Cincinnati (Oh-Ky-In),2017,10.3,20.48,9.7,39.1413,-84.506
Cincinnati (Oh-Ky-In),2017,10.3,20.48,9.7,36.0405,-94.5185
Cincinnati (Oh-Ky-In),2017,10.3,20.48,9.7,40.6309,-92.9222
Cincinnati (Oh-Ky-In),2018,10.35,26.8,17.9,39.1413,-84.506
Cincinnati (Oh-Ky-In),2018,10.35,26.8,17.9,36.0405,-94.5185
Cincinnati (Oh-Ky-In),2018,10.35,26.8,17.9,40.6309,-92.9222
Cincinnati (Oh-Ky-In),2019,,40.1,17.2,39.1413,-84.506
Cincinnati (Oh-Ky-In),2019,,40.1,17.2,36.0405,-94.5185
Cincinnati (Oh-Ky-In),2019,,40.1,17.2,40.6309,-92.9222
Claremont-Lebanon (Nh-Vt),2013,6.1,,,,
Cleveland-Elyria (Oh),2010,13.5,24.1,29.7,,
Cleveland-Elyria (Oh),2011,,23.0,28.7,,
Cleveland-Elyria (Oh),2012,13.2,23.75,,,
Cleveland-Elyria (Oh),2013,12.1,22.9,,,
Cleveland-Elyria (Oh),2014,,21.85,23.1,,
Cleveland-Elyria (Oh),2015,,24.9,24.3,,
Cleveland-Elyria (Oh),2016,,24.73,20.8,,
Cleveland-Elyria (Oh),2017,11.2,20.73,,,
Cleveland-Elyria (Oh),2018,,21.77,21.2,,
Cleveland-Elyria (Oh),2019,10.2,15.6,,,
Clinton (Ia),2018,9.0,,,38.7499,-76.9063
Clinton (Ia),2018,9.0,,,32.354,-90.3403
Clinton (Ia),2018,9.0,,,41.8435,-90.2412
Clinton (Ia),2018,9.0,,,41.1395,-112.0656
Clinton (Ia),2018,9.0,,,36.0981,-84.1283
Clinton (Ia),2018,9.0,,,38.3716,-93.7679
Clinton (Ia),2018,9.0,,,35.5069,-98.9706
Clinton (Ia),2018,9.0,,,35.0004,-78.3313
Clinton (Ia),2018,9.0,,,34.4781,-81.8638
Clinton (Ia),2018,9.0,,,40.1468,-88.9633
Clinton (Ia),2018,9.0,,,39.6608,-87.4045
Clinton (Ia),2018,9.0,,,42.0699,-83.9687
Clinton (Ia),2018,9.0,,,35.5798,-92.4543
Clinton (Ia),2018,9.0,,,42.5574,-88.868
Clinton (Ia),2018,9.0,,,43.0489,-75.3784
Clinton (Ia),2018,9.0,,,30.8613,-91.015
Clinton (Ia),2018,9.0,,,36.6663,-88.9938
Clinton (Ia),2018,9.0,,,40.9284,-81.6304
Clinton (Ia),2018,9.0,,,47.9731,-122.3577
Clinton (Ia),2018,9.0,,,40.4923,-80.297
Clinton (Ia),2018,9.0,,,46.7718,-113.7169
Clinton (Ia),2018,9.0,,,45.4632,-96.4414
Clinton (Ia),2018,9.0,,,42.7598,-102.3479
Colorado Springs (Co),2011,,19.1,,38.8674,-104.7605
Colorado Springs (Co),2013,,19.4,,38.8674,-104.7605
Colorado Springs (Co),2014,,19.5,,38.8674,-104.7605
Colorado Springs (Co),2015,5.3,,,38.8674,-104.7605
Colorado Springs (Co),2018,6.2,,,38.8674,-104.7605
Colorado Springs (Co),2019,5.0,17.1,,38.8674,-104.7605
Columbia (Sc),2010,,,10.0,34.0378,-80.9036
Columbia (Sc),2010,,,10.0,38.9472,-92.3268
Columbia (Sc),2010,,,10.0,39.2004,-76.859
Columbia (Sc),2010,,,10.0,35.6238,-87.0484
Columbia (Sc),2010,,,10.0,38.4581,-90.2156
Columbia (Sc),2010,,,10.0,40.0347,-76.4944
Columbia (Sc),2010,,,10.0,31.2564,-89.8266
Columbia (Sc),2010,,,10.0,37.1036,-85.3073
Columbia (Sc),2010,,,10.0,38.0333,-120.4096
Columbia (Sc),2010,,,10.0,31.2968,-85.1103
Columbia (Sc),2010,,,10.0,35.92,-76.2421
Columbia (Sc),2010,,,10.0,32.1026,-92.077
Columbia (Sc),2010,,,10.0,40.926,-75.0945
Columbia (Sc),2010,,,10.0,45.6148,-98.3107
Columbia (Sc),2010,,,10.0,37.7538,-78.1632
Columbia (Sc),2012,,,8.7,34.0378,-80.9036
Columbia (Sc),2012,,,8.7,38.9472,-92.3268
Columbia (Sc),2012,,,8.7,39.2004,-76.859
Columbia (Sc),2012,,,8.7,35.6238,-87.0484
Columbia (Sc),2012,,,8.7,38.4581,-90.2156
Columbia (Sc),2012,,,8.7,40.0347,-76.4944
Columbia (Sc),2012,,,8.7,31.2564,-89.8266
Columbia (Sc),2012,,,8.7,37.1036,-85.3073
Columbia (Sc),2012,,,8.7,38.0333,-120.4096
Columbia (Sc),2012,,,8.7,31.2968,-85.1103
Columbia (Sc),2012,,,8.7,35.92,-76.2421
Columbia (Sc),2012,,,8.7,32.1026,-92.077
Columbia (Sc),2012,,,8.7,40.926,-75.0945
Columbia (Sc),2012,,,8.7,45.6148,-98.3107
Columbia (Sc),2012,,,8.7,37.7538,-78.1632
Columbia (Sc),2017,,15.0,,34.0378,-80.9036
Columbia (Sc),2017,,15.0,,38.9472,-92.3268
Columbia (Sc),2017,,15.0,,39.2004,-76.859
Columbia (Sc),2017,,15.0,,35.6238,-87.0484
Columbia (Sc),2017,,15.0,,38.4581,-90.2156
Columbia (Sc),2017,,15.0,,40.0347,-76.4944
Columbia (Sc),2017,,15.0,,31.2564,-89.8266
Columbia (Sc),2017,,15.0,,37.1036,-85.3073
Columbia (Sc),2017,,15.0,,38.0333,-120.4096
Columbia (Sc),2017,,15.0,,31.2968,-85.1103
Columbia (Sc),2017,,15.0,,35.92,-76.2421
Columbia (Sc),2017,,15.0,,32.1026,-92.077
Columbia (Sc),2017,,15.0,,40.926,-75.0945
Columbia (Sc),2017,,15.0,,45.6148,-98.3107
Columbia (Sc),2017,,15.0,,37.7538,-78.1632
Columbia (Sc),2018,,,8.1,34.0378,-80.9036
Columbia (Sc),2018,,,8.1,38.9472,-92.3268
Columbia (Sc),2018,,,8.1,39.2004,-76.859
Columbia (Sc),2018,,,8.1,35.6238,-87.0484
Columbia (Sc),2018,,,8.1,38.4581,-90.2156
Columbia (Sc),2018,,,8.1,40.0347,-76.4944
Columbia (Sc),2018,,,8.1,31.2564,-89.8266
Columbia (Sc),2018,,,8.1,37.1036,-85.3073
Columbia (Sc),2018,,,8.1,38.0333,-120.4096
Columbia (Sc),2018,,,8.1,31.2968,-85.1103
Columbia (Sc),2018,,,8.1,35.92,-76.2421
Columbia (Sc),2018,,,8.1,32.1026,-92.077
Columbia (Sc),2018,,,8.1,40.926,-75.0945
Columbia (Sc),2018,,,8.1,45.6148,-98.3107
Columbia (Sc),2018,,,8.1,37.7538,-78.1632
Columbus (Ga-Al),2010,14.9,,,39.9862,-82.9855
Columbus (Ga-Al),2010,14.9,,,32.51,-84.8771
Columbus (Ga-Al),2010,14.9,,,39.2093,-85.9183
Columbus (Ga-Al),2010,14.9,,,41.4366,-97.3565
Columbus (Ga-Al),2010,14.9,,,33.5088,-88.4096
Columbus (Ga-Al),2010,14.9,,,43.3354,-89.03
Columbus (Ga-Al),2010,14.9,,,45.2685,-93.0809
Columbus (Ga-Al),2010,14.9,,,29.7056,-96.5571
Columbus (Ga-Al),2010,14.9,,,37.1716,-94.844
Columbus (Ga-Al),2010,14.9,,,45.636,-109.2488
Columbus (Ga-Al),2010,14.9,,,31.8271,-107.6422
Columbus (Ga-Al),2010,14.9,,,35.2656,-82.1976
Columbus (Ga-Al),2010,14.9,,,36.7596,-89.102
Columbus (Ga-Al),2010,14.9,,,39.9883,-91.1456
Columbus (Ga-Al),2010,14.9,,,48.905,-102.7812
Columbus (Ga-Al),2011,11.85,,,39.9862,-82.9855
Columbus (Ga-Al),2011,11.85,,,32.51,-84.8771
Columbus (Ga-Al),2011,11.85,,,39.2093,-85.9183
Columbus (Ga-Al),2011,11.85,,,41.4366,-97.3565
Columbus (Ga-Al),2011,11.85,,,33.5088,-88.4096
Columbus (Ga-Al),2011,11.85,,,43.3354,-89.03
Columbus (Ga-Al),2011,11.85,,,45.2685,-93.0809
Columbus (Ga-Al),2011,11.85,,,29.7056,-96.5571
Columbus (Ga-Al),2011,11.85,,,37.1716,-94.844
Columbus (Ga-Al),2011,11.85,,,45.636,-109.2488
Columbus (Ga-Al),2011,11.85,,,31.8271,-107.6422
Columbus (Ga-Al),2011,11.85,,,35.2656,-82.1976
Columbus (Ga-Al),2011,11.85,,,36.7596,-89.102
Columbus (Ga-Al),2011,11.85,,,39.9883,-91.1456
Columbus (Ga-Al),2011,11.85,,,48.905,-102.7812
Columbus (Ga-Al),2018,8.2,,,39.9862,-82.9855
Columbus (Ga-Al),2018,8.2,,,32.51,-84.8771
Columbus (Ga-Al),2018,8.2,,,39.2093,-85.9183
Columbus (Ga-Al),2018,8.2,,,41.4366,-97.3565
Columbus (Ga-Al),2018,8.2,,,33.5088,-88.4096
Columbus (Ga-Al),2018,8.2,,,43.3354,-89.03
Columbus (Ga-Al),2018,8.2,,,45.2685,-93.0809
Columbus (Ga-Al),2018,8.2,,,29.7056,-96.5571
Columbus (Ga-Al),2018,8.2,,,37.1716,-94.844
Columbus (Ga-Al),2018,8.2,,,45.636,-109.2488
Columbus (Ga-Al),2018,8.2,,,31.8271,-107.6422
Columbus (Ga-Al),2018,8.2,,,35.2656,-82.1976
Columbus (Ga-Al),2018,8.2,,,36.7596,-89.102
Columbus (Ga-Al),2018,8.2,,,39.9883,-91.1456
Columbus (Ga-Al),2018,8.2,,,48.905,-102.7812
Columbus (Oh),2010,,32.4,,39.9862,-82.9855
Columbus (Oh),2010,,32.4,,32.51,-84.8771
Columbus (Oh),2010,,32.4,,39.2093,-85.9183
Columbus (Oh),2010,,32.4,,41.4366,-97.3565
Columbus (Oh),2010,,32.4,,33.5088,-88.4096
Columbus (Oh),2010,,32.4,,43.3354,-89.03
Columbus (Oh),2010,,32.4,,45.2685,-93.0809
Columbus (Oh),2010,,32.4,,29.7056,-96.5571
Columbus (Oh),2010,,32.4,,37.1716,-94.844
Columbus (Oh),2010,,32.4,,45.636,-109.2488
Columbus (Oh),2010,,32.4,,31.8271,-107.6422
Columbus (Oh),2010,,32.4,,35.2656,-82.1976
Columbus (Oh),2010,,32.4,,36.7596,-89.102
Columbus (Oh),2010,,32.4,,39.9883,-91.1456
Columbus (Oh),2010,,32.4,,48.905,-102.7812
Columbus (Oh),2011,,23.3,,39.9862,-82.9855
Columbus (Oh),2011,,23.3,,32.51,-84.8771
Columbus (Oh),2011,,23.3,,39.2093,-85.9183
Columbus (Oh),2011,,23.3,,41.4366,-97.3565
Columbus (Oh),2011,,23.3,,33.5088,-88.4096
Columbus (Oh),2011,,23.3,,43.3354,-89.03
Columbus (Oh),2011,,23.3,,45.2685,-93.0809
Columbus (Oh),2011,,23.3,,29.7056,-96.5571
Columbus (Oh),2011,,23.3,,37.1716,-94.844
Columbus (Oh),2011,,23.3,,45.636,-109.2488
Columbus (Oh),2011,,23.3,,31.8271,-107.6422
Columbus (Oh),2011,,23.3,,35.2656,-82.1976
Columbus (Oh),2011,,23.3,,36.7596,-89.102
Columbus (Oh),2011,,23.3,,39.9883,-91.1456
Columbus (Oh),2011,,23.3,,48.905,-102.7812
Colusa,2011,6.8,,,39.2059,-122.0125
Colusa,2012,7.3,,,39.2059,-122.0125
Colusa,2016,6.3,,,39.2059,-122.0125
Colusa,2019,7.0,,,39.2059,-122.0125
Corning (Ny),2010,7.2,,,42.147,-77.0561
Corning (Ny),2010,7.2,,,39.9283,-122.1819
Corning (Ny),2010,7.2,,,36.4134,-90.5839
Corning (Ny),2010,7.2,,,40.9923,-94.7397
Corning (Ny),2010,7.2,,,39.6016,-82.0876
Corning (Ny),2010,7.2,,,39.657,-96.0288
Corning (Ny),2010,7.2,,,40.2486,-95.4545
Corning (Ny),2018,4.8,,,42.147,-77.0561
Corning (Ny),2018,4.8,,,39.9283,-122.1819
Corning (Ny),2018,4.8,,,36.4134,-90.5839
Corning (Ny),2018,4.8,,,40.9923,-94.7397
Corning (Ny),2018,4.8,,,39.6016,-82.0876
Corning (Ny),2018,4.8,,,39.657,-96.0288
Corning (Ny),2018,4.8,,,40.2486,-95.4545
Corsicana (Tx),2011,,,8.0,32.0824,-96.4665
Corsicana (Tx),2012,,,6.8,32.0824,-96.4665
Corsicana (Tx),2013,,,7.1,32.0824,-96.4665
Corsicana (Tx),2016,,,3.8,32.0824,-96.4665
Corsicana (Tx),2018,,,6.9,32.0824,-96.4665
Corsicana (Tx),2019,,,7.0,32.0824,-96.4665
Cortina Indian Rancheria (Na),2013,7.2,,,,
Cortina Indian Rancheria (Na),2014,6.5,,,,
Cortina Indian Rancheria (Na),2016,4.5,,,,
Cortina Indian Rancheria (Na),2017,4.4,,,,
Cortina Indian Rancheria (Na),2018,10.3,,,,
Dallas-Fort Worth-Arlington (Tx),2010,,,13.23,,
Dallas-Fort Worth-Arlington (Tx),2011,,,14.69,,
Dallas-Fort Worth-Arlington (Tx),2012,,,13.65,,
Dallas-Fort Worth-Arlington (Tx),2013,,,10.85,,
Dallas-Fort Worth-Arlington (Tx),2014,,,9.58,,
Dallas-Fort Worth-Arlington (Tx),2015,,,9.91,,
Dallas-Fort Worth-Arlington (Tx),2016,,,13.17,,
Dallas-Fort Worth-Arlington (Tx),2017,,,10.64,,
Dallas-Fort Worth-Arlington (Tx),2018,,,10.34,,
Dallas-Fort Worth-Arlington (Tx),2019,,,8.8,,
Daphne-Fairhope-Foley (Al),2010,10.2,,,,
Daphne-Fairhope-Foley (Al),2011,10.0,,,,
Daphne-Fairhope-Foley (Al),2012,9.2,,,,
Daphne-Fairhope-Foley (Al),2013,8.4,,,,
Daphne-Fairhope-Foley (Al),2014,8.9,,,,
Daphne-Fairhope-Foley (Al),2015,8.6,,,,
Daphne-Fairhope-Foley (Al),2016,7.2,,,,
Daphne-Fairhope-Foley (Al),2017,7.4,,,,
Daphne-Fairhope-Foley (Al),2018,7.1,,,,
Daphne-Fairhope-Foley (Al),2019,7.5,,,,
Davenport-Moline-Rock Island (Ia-Il),2010,,42.9,15.9,,
Davenport-Moline-Rock Island (Ia-Il),2011,,41.8,14.0,,
Davenport-Moline-Rock Island (Ia-Il),2012,,44.3,,,
Davenport-Moline-Rock Island (Ia-Il),2013,,30.65,,,
Davenport-Moline-Rock Island (Ia-Il),2014,,42.9,,,
Davenport-Moline-Rock Island (Ia-Il),2015,,29.75,11.8,,
Davenport-Moline-Rock Island (Ia-Il),2016,,35.1,,,
Davenport-Moline-Rock Island (Ia-Il),2017,,21.8,11.1,,
Davenport-Moline-Rock Island (Ia-Il),2018,,15.8,11.2,,
Davenport-Moline-Rock Island (Ia-Il),2019,8.5,32.4,,,
Dayton (Oh),2011,,19.8,,39.7805,-84.2003
Dayton (Oh),2011,,19.8,,39.2592,-119.5653
Dayton (Oh),2011,,19.8,,30.0315,-94.9158
Dayton (Oh),2011,,19.8,,40.3768,-74.5112
Dayton (Oh),2011,,19.8,,45.1906,-93.4758
Dayton (Oh),2011,,19.8,,35.4912,-85.012
Dayton (Oh),2011,,19.8,,39.1127,-84.4639
Dayton (Oh),2011,,19.8,,46.3168,-117.9767
Dayton (Oh),2011,,19.8,,45.2198,-123.0781
Dayton (Oh),2011,,19.8,,38.4173,-78.9412
Dayton (Oh),2011,,19.8,,40.3752,-86.7739
Dayton (Oh),2011,,19.8,,44.8733,-107.2624
Dayton (Oh),2011,,19.8,,42.2622,-94.0711
Dayton (Oh),2011,,19.8,,40.8812,-79.2411
Dayton (Oh),2011,,19.8,,42.1118,-111.9779
Dayton (Oh),2011,,19.8,,41.3866,-88.7969
Dayton (Oh),2011,,19.8,,47.8643,-114.2765
Dayton (Oh),2011,,19.8,,32.351,-87.6416
Dayton (Oh),2013,,18.1,,39.7805,-84.2003
Dayton (Oh),2013,,18.1,,39.2592,-119.5653
Dayton (Oh),2013,,18.1,,30.0315,-94.9158
Dayton (Oh),2013,,18.1,,40.3768,-74.5112
Dayton (Oh),2013,,18.1,,45.1906,-93.4758
Dayton (Oh),2013,,18.1,,35.4912,-85.012
Dayton (Oh),2013,,18.1,,39.1127,-84.4639
Dayton (Oh),2013,,18.1,,46.3168,-117.9767
Dayton (Oh),2013,,18.1,,45.2198,-123.0781
Dayton (Oh),2013,,18.1,,38.4173,-78.9412
Dayton (Oh),2013,,18.1,,40.3752,-86.7739
Dayton (Oh),2013,,18.1,,44.8733,-107.2624
Dayton (Oh),2013,,18.1,,42.2622,-94.0711
Dayton (Oh),2013,,18.1,,40.8812,-79.2411
Dayton (Oh),2013,,18.1,,42.1118,-111.9779
Dayton (Oh),2013,,18.1,,41.3866,-88.7969
Dayton (Oh),2013,,18.1,,47.8643,-114.2765
Dayton (Oh),2013,,18.1,,32.351,-87.6416
Dayton (Oh),2017,,11.4,,39.7805,-84.2003
Dayton (Oh),2017,,11.4,,39.2592,-119.5653
Dayton (Oh),2017,,11.4,,30.0315,-94.9158
Dayton (Oh),2017,,11.4,,40.3768,-74.5112
Dayton (Oh),2017,,11.4,,45.1906,-93.4758
Dayton (Oh),2017,,11.4,,35.4912,-85.012
Dayton (Oh),2017,,11.4,,39.1127,-84.4639
Dayton (Oh),2017,,11.4,,46.3168,-117.9767
Dayton (Oh),2017,,11.4,,45.2198,-123.0781
Dayton (Oh),2017,,11.4,,38.4173,-78.9412
Dayton (Oh),2017,,11.4,,40.3752,-86.7739
Dayton (Oh),2017,,11.4,,44.8733,-107.2624
Dayton (Oh),2017,,11.4,,42.2622,-94.0711
Dayton (Oh),2017,,11.4,,40.8812,-79.2411
Dayton (Oh),2017,,11.4,,42.1118,-111.9779
Dayton (Oh),2017,,11.4,,41.3866,-88.7969
Dayton (Oh),2017,,11.4,,47.8643,-114.2765
Dayton (Oh),2017,,11.4,,32.351,-87.6416
Dayton (Oh),2018,,12.4,,39.7805,-84.2003
Dayton (Oh),2018,,12.4,,39.2592,-119.5653
Dayton (Oh),2018,,12.4,,30.0315,-94.9158
Dayton (Oh),2018,,12.4,,40.3768,-74.5112
Dayton (Oh),2018,,12.4,,45.1906,-93.4758
Dayton (Oh),2018,,12.4,,35.4912,-85.012
Dayton (Oh),2018,,12.4,,39.1127,-84.4639
Dayton (Oh),2018,,12.4,,46.3168,-117.9767
Dayton (Oh),2018,,12.4,,45.2198,-123.0781
Dayton (Oh),2018,,12.4,,38.4173,-78.9412
Dayton (Oh),2018,,12.4,,40.3752,-86.7739
Dayton (Oh),2018,,12.4,,44.8733,-107.2624
Dayton (Oh),2018,,12.4,,42.2622,-94.0711
Dayton (Oh),2018,,12.4,,40.8812,-79.2411
Dayton (Oh),2018,,12.4,,42.1118,-111.9779
Dayton (Oh),2018,,12.4,,41.3866,-88.7969
Dayton (Oh),2018,,12.4,,47.8643,-114.2765
Dayton (Oh),2018,,12.4,,32.351,-87.6416
Decatur (Al),2011,10.5,,,39.8557,-88.9342
Decatur (Al),2011,10.5,,,34.5731,-86.9905
Decatur (Al),2011,10.5,,,33.7711,-84.2963
Decatur (Al),2011,10.5,,,40.8286,-84.9277
Decatur (Al),2011,10.5,,,33.2263,-97.5875
Decatur (Al),2011,10.5,,,32.4339,-89.1092
Decatur (Al),2011,10.5,,,42.1075,-85.9746
Decatur (Al),2011,10.5,,,35.529,-84.7933
Decatur (Al),2011,10.5,,,36.3402,-94.4578
Decatur (Al),2011,10.5,,,42.0058,-96.2497
Decatur (Al),2015,8.8,,,39.8557,-88.9342
Decatur (Al),2015,8.8,,,34.5731,-86.9905
Decatur (Al),2015,8.8,,,33.7711,-84.2963
Decatur (Al),2015,8.8,,,40.8286,-84.9277
Decatur (Al),2015,8.8,,,33.2263,-97.5875
Decatur (Al),2015,8.8,,,32.4339,-89.1092
Decatur (Al),2015,8.8,,,42.1075,-85.9746
Decatur (Al),2015,8.8,,,35.529,-84.7933
Decatur (Al),2015,8.8,,,36.3402,-94.4578
Decatur (Al),2015,8.8,,,42.0058,-96.2497
Decatur (Al),2017,7.7,,,39.8557,-88.9342
Decatur (Al),2017,7.7,,,34.5731,-86.9905
Decatur (Al),2017,7.7,,,33.7711,-84.2963
Decatur (Al),2017,7.7,,,40.8286,-84.9277
Decatur (Al),2017,7.7,,,33.2263,-97.5875
Decatur (Al),2017,7.7,,,32.4339,-89.1092
Decatur (Al),2017,7.7,,,42.1075,-85.9746
Decatur (Al),2017,7.7,,,35.529,-84.7933
Decatur (Al),2017,7.7,,,36.3402,-94.4578
Decatur (Al),2017,7.7,,,42.0058,-96.2497
Decatur (Al),2019,7.6,,,39.8557,-88.9342
Decatur (Al),2019,7.6,,,34.5731,-86.9905
Decatur (Al),2019,7.6,,,33.7711,-84.2963
Decatur (Al),2019,7.6,,,40.8286,-84.9277
Decatur (Al),2019,7.6,,,33.2263,-97.5875
Decatur (Al),2019,7.6,,,32.4339,-89.1092
Decatur (Al),2019,7.6,,,42.1075,-85.9746
Decatur (Al),2019,7.6,,,35.529,-84.7933
Decatur (Al),2019,7.6,,,36.3402,-94.4578
Decatur (Al),2019,7.6,,,42.0058,-96.2497
Deltona-Daytona Beach-Ormond Beach (Fl),2011,,15.7,,,
Deltona-Daytona Beach-Ormond Beach (Fl),2013,,14.5,,,
Denver-Aurora-Lakewood (Co),2010,5.8,26.3,41.1,,
Denver-Aurora-Lakewood (Co),2011,5.75,30.7,40.0,,
Denver-Aurora-Lakewood (Co),2012,6.45,26.95,40.8,,
Denver-Aurora-Lakewood (Co),2013,6.65,27.8,38.6,,
Denver-Aurora-Lakewood (Co),2014,5.6,29.8,38.6,,
Denver-Aurora-Lakewood (Co),2015,,,37.1,,
Denver-Aurora-Lakewood (Co),2016,,28.1,35.0,,
Denver-Aurora-Lakewood (Co),2017,6.43,28.73,31.65,,
Denver-Aurora-Lakewood (Co),2018,,27.65,32.15,,
Denver-Aurora-Lakewood (Co),2019,6.2,29.35,33.05,,
Des Moines-West Des Moines (Ia),2010,,,16.7,,
Des Moines-West Des Moines (Ia),2011,,,15.1,,
Des Moines-West Des Moines (Ia),2012,,21.2,,,
Des Moines-West Des Moines (Ia),2013,,19.7,13.3,,
Des Moines-West Des Moines (Ia),2014,,,12.1,,
Des Moines-West Des Moines (Ia),2015,,,12.0,,
Des Moines-West Des Moines (Ia),2017,,14.7,,,
Detroit-Warren-Dearborn (Mi),2010,9.4,17.4,,,
Detroit-Warren-Dearborn (Mi),2012,,28.6,28.15,,
Detroit-Warren-Dearborn (Mi),2013,,22.73,27.1,,
Detroit-Warren-Dearborn (Mi),2014,,25.4,30.7,,
Detroit-Warren-Dearborn (Mi),2015,11.3,24.4,27.65,,
Detroit-Warren-Dearborn (Mi),2016,10.7,22.05,24.9,,
Detroit-Warren-Dearborn (Mi),2017,,23.2,,,
Detroit-Warren-Dearborn (Mi),2018,,26.45,23.45,,
Detroit-Warren-Dearborn (Mi),2019,11.0,23.03,29.2,,
Dickinson (Nd),2013,4.7,,,46.8918,-102.7925
Dickinson (Nd),2013,4.7,,,29.4548,-95.0589
Dickinson (Nd),2016,2.9,,,46.8918,-102.7925
Dickinson (Nd),2016,2.9,,,29.4548,-95.0589
Dickinson (Nd),2017,4.0,,,46.8918,-102.7925
Dickinson (Nd),2017,4.0,,,29.4548,-95.0589
Dickinson (Nd),2019,3.4,,,46.8918,-102.7925
Dickinson (Nd),2019,3.4,,,29.4548,-95.0589
Dodge City (Ks),2010,,16.9,,37.7611,-100.0182
Dodge City (Ks),2010,,16.9,,34.0445,-86.8853
Dodge City (Ks),2012,,15.0,,37.7611,-100.0182
Dodge City (Ks),2012,,15.0,,34.0445,-86.8853
Dodge City (Ks),2013,,8.4,,37.7611,-100.0182
Dodge City (Ks),2013,,8.4,,34.0445,-86.8853
Dodge City (Ks),2014,,12.2,,37.7611,-100.0182
Dodge City (Ks),2014,,12.2,,34.0445,-86.8853
Dodge City (Ks),2017,,19.9,,37.7611,-100.0182
Dodge City (Ks),2017,,19.9,,34.0445,-86.8853
Dothan (Al),2010,10.3,,,31.2336,-85.407
Dothan (Al),2011,10.2,,,31.2336,-85.407
Dothan (Al),2013,8.3,,,31.2336,-85.407
Dothan (Al),2014,8.7,,,31.2336,-85.407
Dothan (Al),2015,7.3,,,31.2336,-85.407
Dothan (Al),2016,7.1,,,31.2336,-85.407
Dothan (Al),2017,8.6,,,31.2336,-85.407
Dothan (Al),2018,7.7,,,31.2336,-85.407
Dothan (Al),2019,8.1,,,31.2336,-85.407
Dover (De),2010,9.5,,,39.161,-75.5202
Dover (De),2010,9.5,,,43.1887,-70.8845
Dover (De),2010,9.5,,,40.8859,-74.5597
Dover (De),2010,9.5,,,40.5304,-81.4806
Dover (De),2010,9.5,,,27.9927,-82.2198
Dover (De),2010,9.5,,,36.4818,-87.8438
Dover (De),2010,9.5,,,35.391,-93.1143
Dover (De),2010,9.5,,,43.9698,-92.134
Dover (De),2010,9.5,,,48.2606,-116.6098
Dover (De),2010,9.5,,,35.2155,-77.4338
Dover (De),2010,9.5,,,38.7563,-83.8844
Dover (De),2010,9.5,,,35.9816,-97.9108
Dover (De),2010,9.5,,,39.1942,-93.6896
Dover (De),2010,9.5,,,41.434,-89.3961
Dover (De),2014,8.2,,,39.161,-75.5202
Dover (De),2014,8.2,,,43.1887,-70.8845
Dover (De),2014,8.2,,,40.8859,-74.5597
Dover (De),2014,8.2,,,40.5304,-81.4806
Dover (De),2014,8.2,,,27.9927,-82.2198
Dover (De),2014,8.2,,,36.4818,-87.8438
Dover (De),2014,8.2,,,35.391,-93.1143
Dover (De),2014,8.2,,,43.9698,-92.134
